epoch,train_loss,train_auroc_y0,train_auroc_y1,train_auroc_prop,val_loss,val_auroc_y0,val_auroc_y1,val_auroc_prop,fold
1,1.3594082593917847,0.4728535353535353,0.5381692999780557,0.48146839514596235,1.2274547934532165,0.5833333333333333,0.5651162790697674,0.5611577964519141,1
2,1.1691686583889855,0.421506734006734,0.5098474873820495,0.5153638091524928,1.190681552886963,0.5416666666666667,0.6197674418604652,0.5434173669467787,1
3,1.1608024928304883,0.46275252525252525,0.4972569673030502,0.5018945855061163,1.186417579650879,0.4861111111111111,0.5755813953488372,0.5303454715219421,1
4,1.148981844054328,0.5082070707070706,0.5173908272986614,0.5432769628149521,1.333217203617096,0.4444444444444444,0.5906976744186047,0.48552754435107376,1
5,1.1453316264682345,0.555976430976431,0.5363863287250384,0.5499171499585751,1.273419737815857,0.4305555555555556,0.5313953488372093,0.4696545284780579,1
6,1.145068609714508,0.5067340067340067,0.5089971472459951,0.6037574930552171,1.6567510962486267,0.41666666666666663,0.5581395348837209,0.45004668534080294,1
7,1.1421078615718419,0.5096801346801347,0.5316271669958306,0.6347409717822505,1.5233721077442168,0.375,0.5709302325581396,0.42763772175536885,1
8,1.1371557964218988,0.505050505050505,0.5566436251920123,0.6115795116721088,1.2769845843315124,0.375,0.5023255813953488,0.48739495798319327,1
9,1.1379099110762279,0.5429292929292929,0.5179531490015361,0.6176836103123934,1.411524200439453,0.41666666666666663,0.48953488372093024,0.4864612511671335,1
10,1.136395189497206,0.5033670033670034,0.549621461487821,0.6128100784638628,1.679002732038498,0.375,0.5651162790697675,0.4295051353874883,1
11,1.1285469088289473,0.4757996632996633,0.5614987930656133,0.6602173595204445,1.8323859870433807,0.40277777777777773,0.5604651162790698,0.44444444444444436,1
12,1.1216428220272063,0.5599747474747474,0.5568904981347378,0.6550696915054339,2.2278973877429964,0.375,0.5744186046511628,0.4444444444444444,1
13,1.1197440591123369,0.5540824915824916,0.5906435154707044,0.6762269116428676,11.444660514593124,0.3472222222222222,0.5325581395348837,0.4351073762838468,1
14,1.1125322381655376,0.559553872053872,0.5594140882159315,0.6864735123544032,3.412318843603134,0.3333333333333333,0.5302325581395348,0.44351073762838467,1
15,1.122660658756892,0.5300925925925927,0.5804805793285056,0.6869852331984989,2.0469447016716003,0.36111111111111105,0.44069767441860463,0.4733893557422969,1
16,1.0979635973771413,0.5252525252525252,0.6182384244020189,0.7140820702763293,78.27078609466552,0.3194444444444444,0.5267441860465116,0.4323062558356676,1
17,1.0938399053282208,0.5837542087542088,0.6177035330261136,0.7128149519957112,19.181547570228577,0.3333333333333333,0.47674418604651164,0.46591970121381887,1
18,1.0924448523256514,0.5433501683501684,0.5957455562870309,0.7211547833715093,74.03221719861031,0.375,0.5034883720930232,0.4444444444444444,1
