epoch,train_loss,train_auroc_y0,train_auroc_y1,train_auroc_prop,val_loss,val_auroc_y0,val_auroc_y1,val_auroc_prop,fold
1,1.351471096277237,0.5553451178451179,0.52784178187404,0.4601710609678834,1.2106881499290467,0.38888888888888884,0.6162790697674418,0.6283846872082166,1
2,1.196066912677553,0.4848484848484848,0.4855167873601053,0.4525196159656904,1.168581885099411,0.4444444444444444,0.6011627906976744,0.6134453781512605,1
3,1.1741387526194254,0.37815656565656564,0.4851876234364713,0.5252266192309567,1.165485668182373,0.4722222222222222,0.5686046511627906,0.5667600373482726,1
4,1.1671545386314393,0.40698653198653195,0.4924566600833882,0.5356864369608656,1.1655731976032258,0.6111111111111112,0.5941860465116279,0.5891690009337068,1
5,1.1677173190646701,0.4267676767676768,0.4819508448540707,0.5562405575320435,1.1738424122333526,0.5,0.5941860465116279,0.49486461251167135,1
6,1.1550675683551364,0.4617003367003367,0.48993307000219444,0.5742482577123642,1.1775553524494171,0.4027777777777778,0.5755813953488372,0.46872082166199813,1
7,1.1479405456119114,0.47685185185185186,0.5106155365371955,0.6058470198352746,1.1875642240047455,0.4583333333333333,0.5476744186046513,0.4817927170868348,1
8,1.1399493442641364,0.5199915824915825,0.5545314900153611,0.6426482772064916,1.1926913738250733,0.38888888888888884,0.5674418604651162,0.4257703081232493,1
9,1.143114870786667,0.4770622895622896,0.550355222734255,0.6216250791948925,1.188749659061432,0.375,0.5395348837209303,0.48272642390289444,1
10,1.1471719728575813,0.49684343434343436,0.5418038183015141,0.6241044885228324,1.2153695344924926,0.4027777777777778,0.5279069767441861,0.40336134453781514,1
11,1.1261379665798612,0.38825757575757575,0.5442176870748299,0.6688922462108289,1.215308713912964,0.38888888888888884,0.5534883720930233,0.4220354808590103,1
12,1.120307480626636,0.47853535353535354,0.534877660741716,0.7054437350748087,1.2214956760406495,0.4305555555555555,0.5523255813953488,0.4126984126984127,1
13,1.1205538339085048,0.46969696969696967,0.5697690366469168,0.6768604707831766,1.223099422454834,0.41666666666666663,0.522093023255814,0.4257703081232493,1
14,1.1118438535266453,0.45265151515151514,0.5577819837612464,0.6895986646522736,1.2290090799331665,0.4444444444444444,0.527906976744186,0.43790849673202614,1
15,1.1190087099870045,0.49473905723905726,0.5662648123765635,0.6989010185681563,1.2673445284366607,0.41666666666666663,0.5395348837209302,0.4183006535947712,1
16,1.101341532998615,0.5486111111111112,0.5666556945358788,0.7299210487840538,1.2670427083969116,0.4166666666666667,0.513953488372093,0.42857142857142855,1
17,1.0903306305408478,0.40214646464646464,0.5988383256528417,0.7285320922072226,1.2719100773334504,0.4305555555555555,0.5627906976744186,0.4211017740429505,1
18,1.0922393043835958,0.41877104377104374,0.59770682466535,0.7460280715434475,1.3663078904151917,0.5,0.5593023255813954,0.38468720821661995,1
19,1.1017696897188822,0.5153619528619529,0.603110599078341,0.7313831083386131,1.3347342789173127,0.49999999999999994,0.5593023255813954,0.41736694677871145,1
20,1.0679517527421316,0.5484006734006734,0.6174840904103576,0.7673741410400118,1.3691324293613434,0.4861111111111111,0.5872093023255813,0.43043884220354806,1
21,1.0638817648092906,0.46191077441077444,0.6317478604344964,0.759698328378576,1.373192173242569,0.41666666666666663,0.5593023255813954,0.4211017740429505,1
22,1.072881180047989,0.5140993265993264,0.6214477726574501,0.7673254057215264,1.2787514925003052,0.4583333333333333,0.5744186046511628,0.4136321195144725,1
