outer_fold,feature_index,feature,document_frequency,treated_count,control_count,raw_moment,standard_error,z_score,tail_score,source_sign_agreement,subsample_sign_agreement,subsample_top_pool_frequency,tail_sign_agreement,eligible,ranking_score,rank
1,26713,surrounding edema. -,77,43,34,0.00012549316716500876,3.6978685280070154e-05,3.393662219587994,0.42085448,1.0,1.0,0.9,1.0,True,3.1391375531188945,20
1,742,- neurologic cranial,286,146,140,0.00012593742800740524,3.649271429692691e-05,3.4510293474665046,0.3467475,1.0,1.0,0.8666666666666667,1.0,True,3.105926412719854,21
1,19923,nodes >1,77,40,37,-9.030954603296505e-05,2.6235974539139717e-05,-3.442202838634342,-0.2633674,1.0,1.0,0.8666666666666667,1.0,True,3.097982554770908,22
1,1100,- specimens,82,46,36,-8.411718992448102e-05,2.5123233769245453e-05,-3.3481832274097165,-0.32157335,1.0,1.0,0.9,1.0,True,3.097069485353988,23
1,10383,discussion and,83,35,48,0.00011555861381099604,3.369436958725869e-05,3.4296119864101504,0.39203456,1.0,1.0,0.8666666666666667,1.0,True,3.0866507877691354,24
1,9995,denies nausea vomiting,76,42,34,-9.832947081034072e-05,2.881845333862232e-05,-3.412031508247535,-0.456065,1.0,1.0,0.8666666666666667,1.0,True,3.0708283574227817,25
1,26058,spouse in a,87,32,55,-7.805156153414424e-05,2.3542852314003597e-05,-3.315297589821695,-0.23661695,1.0,1.0,0.9,1.0,True,3.0666502705850682,26
1,1769,1 000,56,27,29,-9.902332210231657e-05,2.831250609451868e-05,-3.497511727564363,-0.25986585,1.0,1.0,0.8333333333333334,1.0,True,3.0603227616188176,27
1,27330,the lung. 2.,83,41,42,0.00010886458452153212,3.171198938157927e-05,3.432915646243529,0.3117924,1.0,1.0,0.8333333333333334,1.0,True,3.0038011904630877,28
1,7445,by a kras,108,56,52,-8.401040884169665e-05,2.5239046591473684e-05,-3.328588840993592,-0.27411172,1.0,1.0,0.8666666666666667,1.0,True,2.995729956894233,29
1,26057,spouse in,95,36,59,-7.87010810716793e-05,2.405302354147101e-05,-3.2719828730050033,-0.23510385,1.0,1.0,0.8666666666666667,1.0,True,2.944784585704503,30
1,10928,e.g. capmatinib,99,52,47,-0.00011366849090476814,3.377599207376126e-05,-3.3653635001019273,-0.26908293,1.0,1.0,0.8333333333333334,1.0,True,2.9446930625891863,31
1,27695,thorax -,209,107,102,-0.00010408168599005788,3.0157156035141967e-05,-3.451309727905777,-0.35969633,1.0,1.0,0.8,1.0,True,2.933613268719911,32
1,10296,diffusion-weighted imaging,378,208,170,0.00010169786068224612,3.033543199998915e-05,3.352444780818763,0.3390737,1.0,1.0,0.8333333333333334,1.0,True,2.9333891832164176,33
1,26316,status 2,241,101,140,0.0001619278949196145,4.737923124386693e-05,3.417697811223467,0.35924318,1.0,1.0,0.8,1.0,True,2.905043139539947,34
1,6073,and right,336,171,165,0.00014845815962492934,4.5092385398106354e-05,3.2923110701338905,0.32879677,1.0,1.0,0.8333333333333334,1.0,True,2.880772186367154,35
1,29794,with spouse in,88,34,54,-7.684861983926301e-05,2.3657967799550915e-05,-3.248318726713365,-0.21801065,1.0,1.0,0.8333333333333334,1.0,True,2.8422788858741943,36
1,4039,88,178,76,102,0.00011882623255293278,3.871646994182176e-05,3.0691391217094406,0.28487298,1.0,1.0,0.9,1.0,True,2.838953687581233,37
1,23462,profile is dominated,143,68,75,-8.812079544846769e-05,2.6400318268781597e-05,-3.3378686783738747,-0.36421525,1.0,1.0,0.8,1.0,True,2.8371883766177937,38
1,10715,dominated by a,125,63,62,-8.248296326534864e-05,2.551076955193549e-05,-3.233260490140357,-0.28665105,1.0,1.0,0.8333333333333334,1.0,True,2.8291029288728127,39
