split_role,model,n,treatment_auroc,treatment_brier,treatment_log_loss,treatment_ece,treatment_calibration_intercept,treatment_calibration_slope,treatment_true_probability_rmse,outcome_auroc,outcome_brier,outcome_log_loss,outcome_ece,outcome_calibration_intercept,outcome_calibration_slope,outcome_true_probability_rmse,residual_constant_effect,true_ate
test_outer_train_fit,fresh_bow_stacked,200.0,0.8408764079679573,0.16190019474921355,0.49850356733569223,0.07411837052449138,0.0010253192164885849,0.9538613166982911,0.12314895210650882,0.8181833796072049,0.17297831202349828,0.5210945598231883,0.07908686433147999,0.0091686449456705,0.9671373440958572,0.11599668015568447,0.11823540614744547,0.06274384595863275
test_outer_train_fit,reused_crossfit_stack,200.0,0.84732115413771,0.15967827927382625,0.49100144107940524,0.07457081435006416,0.008730616152684906,1.091187994771896,0.09643788243958169,0.8237387577131472,0.17106279756454057,0.5166256225032806,0.08010133297822855,-0.0078414155241129,1.089415860406603,0.10244021710468539,0.12034862968322342,0.06274384595863275
test_outer_train_fit,reused_probability_mean,200.0,0.8420040652389609,0.1842386410803859,0.5559850169994516,0.15522024838313833,0.1002087173623526,2.526333750750219,0.1776178462338946,0.8205899421245952,0.19291246980064045,0.5742523786073994,0.1488644213791585,-0.2673904741180834,2.5703133010296986,0.17926807497338101,0.2309036613026708,0.06274384595863275
train_inner_oof,fresh_bow_stacked,800.0,0.8304560157763475,0.1664623853550041,0.5093265332835827,0.03651567598263039,0.00044192999734603435,1.0249199709244763,0.1261666992033488,0.8139248941193996,0.17434265021403922,0.5254567901402989,0.03168366974670957,-0.0058010227128141405,1.0407363172685002,0.12063741958955329,0.13295267130111232,0.06274384595863275
train_inner_oof,reused_crossfit_stack,800.0,0.837418636794854,0.16253776202200626,0.4996460327762328,0.029651508505457735,-0.0006231794497341135,0.9995902122350019,0.10216588402085232,0.8226402796331161,0.17035906557028113,0.5149543377612249,0.031721697167376814,-0.001192162992726876,1.006553749821395,0.10646920756131643,0.12455612303716661,0.06274384595863275
train_inner_oof,reused_probability_mean,800.0,0.8314478785210009,0.18549279062084753,0.5583726729345674,0.1312519870096261,0.07997249017216027,2.299419950597679,0.1804286128375579,0.8133436498205745,0.19227813747557737,0.5725754038854487,0.12333015906343617,-0.2427443705733617,2.3400641616385784,0.18048885573443782,0.23568681324210178,0.06274384595863275
