epoch,train_loss,train_auroc_y0,train_auroc_y1,train_auroc_prop,model_type,generation_mode,scenario_idx,repeat_idx,val_loss,val_auroc_y0,val_auroc_y1,val_auroc_prop,oracle_mode
14,1.0689716166257859,0.5740740740740741,0.6527545219638244,0.696635956830745,evaluator,phi_linear,0,0,1.2334015250205994,0.39210526315789473,0.556878306878307,0.49314692982456143,False
15,1.0640457463264466,0.6113613613613613,0.6540051679586563,0.7034588049486707,evaluator,phi_linear,0,0,1.2198560810089112,0.55,0.5449735449735449,0.5200109649122806,False
16,1.0593224209547043,0.6158658658658659,0.6352248062015504,0.7170518557515136,evaluator,phi_linear,0,0,1.2522305011749268,0.5894736842105264,0.5209750566893424,0.5385142543859649,False
17,1.058067906498909,0.5848348348348349,0.6558242894056847,0.6972887602000526,evaluator,phi_linear,0,0,1.2438548016548157,0.5289473684210526,0.5204081632653061,0.5324835526315789,False
18,1.0515742874145508,0.6206206206206206,0.6554108527131782,0.7111976836009477,evaluator,phi_linear,0,0,1.2863625621795653,0.5157894736842106,0.5391156462585034,0.4993146929824562,False
19,1.0287694811820984,0.7217217217217217,0.6675555555555557,0.7404738088970781,evaluator,phi_linear,0,0,1.2429328441619873,0.5973684210526315,0.5273998488284203,0.5254934210526315,False
20,1.0361647284030915,0.6539039039039038,0.6631317829457364,0.7303816793893131,evaluator,phi_linear,0,0,1.257922852039337,0.5552631578947369,0.530801209372638,0.5031524122807017,False
21,1.0018390363454819,0.756006006006006,0.6721136950904393,0.7757831008160042,evaluator,phi_linear,0,0,1.265866651535034,0.5578947368421052,0.5500755857898715,0.512609649122807,False
22,1.0047081756591796,0.6176176176176176,0.6730335917312661,0.7779626217425639,evaluator,phi_linear,0,0,1.287744424343109,0.5447368421052632,0.5340136054421769,0.5004111842105263,False
23,0.9963633680343628,0.7052052052052052,0.6705426356589147,0.7785101342458542,evaluator,phi_linear,0,0,1.3569233512878418,0.5052631578947369,0.5374149659863946,0.5035635964912281,False
24,0.9969209796190261,0.6436436436436437,0.6988165374677002,0.7923137667807318,evaluator,phi_linear,0,0,1.278399360179901,0.518421052631579,0.531557067271353,0.5164473684210527,False
25,0.9802817702293396,0.6641641641641641,0.6971059431524548,0.8034745985785734,evaluator,phi_linear,0,0,1.5054288458824159,0.4842105263157895,0.5459183673469388,0.49808114035087725,False
26,0.9613283386826516,0.693943943943944,0.72656330749354,0.8062858647012371,evaluator,phi_linear,0,0,1.330159730911255,0.5342105263157895,0.526832955404384,0.5176809210526315,False
27,0.9479534214735031,0.706956956956957,0.7225064599483204,0.8275125032903395,evaluator,phi_linear,0,0,1.7367036628723145,0.5157894736842106,0.528344671201814,0.5111019736842105,False
28,0.9705020481348038,0.6694194194194194,0.6876175710594316,0.8082442748091603,evaluator,phi_linear,0,0,1.4418357276916505,0.5052631578947369,0.5285336356764928,0.5035635964912281,False
29,0.94266771286726,0.77002002002002,0.7055297157622739,0.8191839957883653,evaluator,phi_linear,0,0,1.4290052151679993,0.5157894736842106,0.516628873771731,0.5041118421052632,False
30,0.9451356077194214,0.7039539539539539,0.7235762273901808,0.8162463806264807,evaluator,phi_linear,0,0,1.4637778282165528,0.47105263157894733,0.5270219198790627,0.49904057017543857,False
31,0.9230028820037842,0.6896896896896898,0.7372558139534884,0.8304817057120295,evaluator,phi_linear,0,0,1.4207981705665589,0.47105263157894733,0.5222978080120938,0.5126096491228069,False
32,0.9156572484970092,0.674924924924925,0.7356382428940568,0.8455382995525138,evaluator,phi_linear,0,0,1.7696683955192567,0.4473684210526316,0.5241874527588812,0.4904057017543859,False
33,0.8980524468421937,0.702952952952953,0.7685064599483203,0.8372834956567518,evaluator,phi_linear,0,0,1.9208048605918884,0.46578947368421053,0.513416477702192,0.49753289473684204,False
34,0.9106569394469262,0.6826826826826827,0.7461860465116279,0.8320715977888917,evaluator,phi_linear,0,0,1.676355884075165,0.4842105263157895,0.5017006802721089,0.5113760964912281,False
35,0.8860368353128433,0.70995995995996,0.7483307493540052,0.8597736246380626,evaluator,phi_linear,0,0,1.7623628282546997,0.4526315789473684,0.5130385487528345,0.5086348684210527,False
36,0.8667062917351722,0.7104604604604605,0.7635658914728682,0.8669228744406423,evaluator,phi_linear,0,0,2.0177350187301637,0.4236842105263158,0.5105820105820106,0.49862938596491235,False
37,0.8904110032320023,0.6711711711711712,0.7507803617571058,0.8583100816004212,evaluator,phi_linear,0,0,2.1736416101455687,0.45,0.5060468631897203,0.5067160087719298,False
38,0.8636466455459595,0.7257257257257257,0.7778708010335917,0.8559305080284285,evaluator,phi_linear,0,0,1.807356708049774,0.45263157894736844,0.5066137566137566,0.5167214912280702,False
39,0.855023692548275,0.7247247247247248,0.7822222222222223,0.862932350618584,evaluator,phi_linear,0,0,2.5990986680984496,0.43947368421052635,0.5035903250188964,0.49972587719298245,False
40,0.8520525056123733,0.6896896896896898,0.7842687338501292,0.863964201105554,evaluator,phi_linear,0,0,10.909556105136872,0.4368421052631579,0.516628873771731,0.5038377192982456,False
41,0.8428164553642273,0.7577577577577577,0.7802377260981912,0.8699394577520401,evaluator,phi_linear,0,0,4.208539872169495,0.42894736842105263,0.5120937263794406,0.498766447368421,False
42,0.837972292304039,0.8108108108108109,0.7714056847545219,0.8809265596209529,evaluator,phi_linear,0,0,6.231265954971313,0.42894736842105263,0.5100151171579743,0.5086348684210527,False
43,0.82905138194561,0.7327327327327328,0.7961653746770027,0.8809370887075546,evaluator,phi_linear,0,0,11.57310221195221,0.4342105263157895,0.5164399092970522,0.49780701754385964,False
44,0.8288544556498527,0.7197197197197197,0.7950801033591732,0.8818110028954989,evaluator,phi_linear,0,0,2.9472225666046143,0.4421052631578948,0.5111489040060468,0.507264254385965,False
45,0.8163745471835137,0.7207207207207208,0.787235142118863,0.8959620952882339,evaluator,phi_linear,0,0,2.6834434604644777,0.4342105263157895,0.5194633408919124,0.5084978070175439,False
46,0.8495087850093842,0.6981981981981982,0.7901085271317829,0.8758620689655172,evaluator,phi_linear,0,0,5.932361147403717,0.43947368421052635,0.5173847316704461,0.4997258771929825,False
47,0.8144454127550125,0.7585085085085086,0.8011627906976744,0.8883390365885759,evaluator,phi_linear,0,0,4.253296887874603,0.43157894736842106,0.5221088435374149,0.4972587719298246,False
48,0.8393353986740112,0.721971971971972,0.7960103359173127,0.8638062648065281,evaluator,phi_linear,0,0,2.7327399158477785,0.4263157894736842,0.5113378684807256,0.4965734649122807,False
49,0.8208446881175041,0.7815315315315315,0.8095710594315246,0.8627533561463544,evaluator,phi_linear,0,0,12.44477109193802,0.42105263157894735,0.5069916855631141,0.4928728070175439,False
50,0.792119864821434,0.775025025025025,0.8014935400516796,0.9055646222690182,evaluator,phi_linear,0,0,2.430384213924408,0.44736842105263164,0.5030234315948602,0.5031524122807017,False
1,1.278411293029785,0.5816764132553606,0.5282884793250469,0.4356024288910195,generator,phi_linear,0,1,,,,,
2,1.1407462221384048,0.48635477582846004,0.48150195131854995,0.5315827998226786,generator,phi_linear,0,1,,,,,
3,1.1162503957748413,0.4756335282651072,0.4956236323851203,0.5318714625923979,generator,phi_linear,0,1,,,,,
4,1.1205685496330262,0.4434697855750488,0.4964695797333575,0.5501603109310405,generator,phi_linear,0,1,,,,,
5,1.1170070952177047,0.4604288499025341,0.47680976336032843,0.5840369488345241,generator,phi_linear,0,1,,,,,
6,1.1070409882068635,0.4368421052631579,0.533386722010422,0.6088825657996475,generator,phi_linear,0,1,,,,,
7,1.108334891796112,0.5021442495126706,0.5225811545489408,0.6263363539830308,generator,phi_linear,0,1,,,,,
8,1.106898250579834,0.43937621832358675,0.5452074262897877,0.6172022391983423,generator,phi_linear,0,1,,,,,
9,1.104009246826172,0.4387914230019493,0.532473098874326,0.6244600459798555,generator,phi_linear,0,1,,,,,
10,1.1025381833314896,0.47543859649122805,0.5293487333348372,0.6610686708110394,generator,phi_linear,0,1,,,,,
11,1.0909380161762237,0.47212475633528267,0.5534751517065578,0.6728419880617326,generator,phi_linear,0,1,,,,,
12,1.086338815689087,0.44113060428849904,0.591452547993413,0.6925741502489717,generator,phi_linear,0,1,,,,,
13,1.0793824750185013,0.5442495126705653,0.585632430237542,0.6956154187156567,generator,phi_linear,0,1,,,,,
14,1.0821807616949082,0.4832358674463938,0.5866137291614971,0.7062753224260044,generator,phi_linear,0,1,,,,,
15,1.078489363193512,0.487719298245614,0.5834104085361727,0.708615552737657,generator,phi_linear,0,1,,,,,
16,1.0632952028512954,0.5228070175438596,0.6063863385142909,0.7285745213868184,generator,phi_linear,0,1,,,,,
17,1.0603027945756913,0.5235867446393762,0.5972049899614248,0.7581109083598799,generator,phi_linear,0,1,,,,,
18,1.0604059880971908,0.4966861598440546,0.5883056238579711,0.7389045247889154,generator,phi_linear,0,1,,,,,
19,1.0331396156549453,0.5222222222222221,0.6429199846601548,0.7582758585140055,generator,phi_linear,0,1,,,,,
20,1.0258375370502473,0.5257309941520467,0.6438900042861333,0.7684099836080784,generator,phi_linear,0,1,,,,,
21,1.0297956421971322,0.4797270955165692,0.6285952762300074,0.784317364096537,generator,phi_linear,0,1,,,,,
22,0.9982035261392593,0.5159844054580897,0.6625910803311601,0.8211631047742759,generator,phi_linear,0,1,,,,,
23,1.0148427784442902,0.5401559454191033,0.6550001127929796,0.7990804028907516,generator,phi_linear,0,1,,,,,
24,1.0105997464060783,0.5385964912280702,0.6516952784858671,0.7997917504304168,generator,phi_linear,0,1,,,,,
25,0.9808353838324547,0.5676413255360624,0.6606397617812267,0.8066371818266169,generator,phi_linear,0,1,,,,,
26,0.9642551800608635,0.5440545808966861,0.6723025558889214,0.8274930669388344,generator,phi_linear,0,1,,,,,
27,0.9499442130327225,0.502729044834308,0.6668208170723454,0.8489159682058577,generator,phi_linear,0,1,,,,,
28,0.9157444703578949,0.5155945419103314,0.7298495341649935,0.8618800193816432,generator,phi_linear,0,1,,,,,
29,0.9414203971624374,0.5879142300194931,0.7088362020347853,0.8448643800451551,generator,phi_linear,0,1,,,,,
30,0.9350604364275932,0.5485380116959065,0.7237587132576869,0.8672666728522975,generator,phi_linear,0,1,,,,,
31,0.9371912506222725,0.5750487329434697,0.733695774774978,0.853916019752781,generator,phi_linear,0,1,,,,,
32,0.9098543292284011,0.5553606237816764,0.7299566874957703,0.8624212620748668,generator,phi_linear,0,1,,,,,
33,0.9114456909894944,0.5304093567251461,0.718874777233865,0.8662048062351158,generator,phi_linear,0,1,,,,,
34,0.9077231678366661,0.5925925925925924,0.7437569085700106,0.8651738677718326,generator,phi_linear,0,1,,,,,
35,0.95180269241333,0.5376218323586746,0.7533217532540775,0.8573078072969825,generator,phi_linear,0,1,,,,,
36,1.0564410081505775,0.5861598440545809,0.7535360599156309,0.8620965164589325,generator,phi_linear,0,1,,,,,
37,0.8874201247096062,0.552046783625731,0.7488777098513388,0.8725244590150414,generator,phi_linear,0,1,,,,,
38,0.865158931016922,0.5732943469785574,0.7790611112364366,0.8661532593119518,generator,phi_linear,0,1,,,,,
39,0.860399478673935,0.5931773879142299,0.7569988043944144,0.8714110454746955,generator,phi_linear,0,1,,,,,
40,0.9509924069046974,0.612280701754386,0.7560175054704594,0.8657202651573729,generator,phi_linear,0,1,,,,,
41,0.975314926803112,0.5274853801169591,0.766394459608834,0.8749471644037567,generator,phi_linear,0,1,,,,,
42,0.8553143075108528,0.5824561403508771,0.7874416296329716,0.8828441530325055,generator,phi_linear,0,1,,,,,
43,0.8663212975859642,0.5598440545808967,0.7651706557783844,0.8811740327219869,generator,phi_linear,0,1,,,,,
44,0.9042931967973709,0.541130604288499,0.7557468023190236,0.8768647099454634,generator,phi_linear,0,1,,,,,
45,0.8840228515863419,0.5662768031189083,0.7812831329378058,0.8853390241136506,generator,phi_linear,0,1,,,,,
46,0.8710330066084861,0.5730994152046783,0.7465654537661576,0.886138001422695,generator,phi_linear,0,1,,,,,
47,0.8514362800121308,0.5715399610136452,0.7900697060614947,0.8876277075021393,generator,phi_linear,0,1,,,,,
48,1.1775836113095284,0.5504873294346978,0.7728687766473414,0.8823905401086609,generator,phi_linear,0,1,,,,,
49,0.8615691006183624,0.6116959064327486,0.7633828870491102,0.8949782987453481,generator,phi_linear,0,1,,,,,
50,0.8517118230462074,0.5729044834307991,0.7780572537165287,0.888617408426891,generator,phi_linear,0,1,,,,,
1,1.3161684823036195,0.40730203888098626,0.5090362767030749,0.46804606233053947,evaluator,phi_linear,0,1,1.1903691864013672,0.3205882352941177,0.39878618113912234,0.5499708624708625,False
2,1.1369495755434036,0.566145092460882,0.6259376233714962,0.5072217239352983,evaluator,phi_linear,0,1,1.1576154494285584,0.6676470588235295,0.7752567693744165,0.4761072261072261,False
3,1.0860940092802047,0.6529160739687055,0.7327389568802912,0.523005391808163,evaluator,phi_linear,0,1,1.111075313091278,0.7235294117647059,0.8161531279178337,0.4873251748251748,False
4,1.0482485568523408,0.7358937885253675,0.723247576435496,0.5367684202929928,evaluator,phi_linear,0,1,1.0666405367851257,0.7382352941176471,0.8139122315592904,0.49548368298368295,False
5,1.0148180192708969,0.7657657657657658,0.736604597096109,0.5542325178610088,evaluator,phi_linear,0,1,1.0348385906219482,0.7352941176470589,0.8028944911297853,0.521416083916084,False
6,0.9904524248838424,0.7624466571834992,0.7538382243277623,0.5763667666676976,evaluator,phi_linear,0,1,1.0072322654724122,0.7294117647058824,0.8034547152194211,0.5629370629370629,False
7,0.9792883351445199,0.7795163584637269,0.7592007720314076,0.5991814348601532,evaluator,phi_linear,0,1,1.0097957468032837,0.7147058823529412,0.8012138188608776,0.5582750582750583,False
8,0.9947893184423446,0.7396870554765291,0.7390336447778216,0.5742842709718656,evaluator,phi_linear,0,1,1.0117689752578736,0.6941176470588235,0.8047619047619049,0.5565268065268065,False
9,0.9666941142082215,0.7780938833570413,0.7486730710181164,0.6063773853338694,evaluator,phi_linear,0,1,1.0056453621387482,0.6970588235294117,0.8202614379084967,0.5789627039627039,False
10,0.9526662170886994,0.7344713134186819,0.76610957582138,0.6383828699264941,evaluator,phi_linear,0,1,1.0259406924247743,0.6323529411764706,0.800093370681606,0.6083916083916084,False
11,0.9575502762198448,0.7882882882882883,0.7523248673071019,0.6418932153939731,evaluator,phi_linear,0,1,0.9997941446304321,0.7029411764705883,0.8267973856209151,0.5693473193473193,False
12,0.9515570464730263,0.794452347083926,0.7712856954862483,0.5978205960886196,evaluator,phi_linear,0,1,1.0007681465148925,0.7205882352941176,0.8249299719887956,0.5694930069930071,False
13,0.9430400785803795,0.7690848743480322,0.7869346843882968,0.6327591006092846,evaluator,phi_linear,0,1,1.004389328956604,0.6176470588235294,0.8111111111111111,0.5997960372960373,False
14,0.9129484337568283,0.8058321479374111,0.803548712549897,0.6425117784719431,evaluator,phi_linear,0,1,1.0632512950897217,0.6294117647058823,0.8140989729225023,0.5418123543123544,False
15,0.928706339597702,0.8008534850640113,0.7815173049085405,0.6247590181342075,evaluator,phi_linear,0,1,1.021352846622467,0.6058823529411764,0.7969187675070027,0.559586247086247,False
16,0.9158070430159568,0.7930298719772404,0.8134184322498574,0.6413983649315972,evaluator,phi_linear,0,1,1.040358862876892,0.6294117647058823,0.8148459383753502,0.5690559440559441,False
17,0.9179075819253921,0.8025130393551445,0.7869346843882967,0.6520891967958432,evaluator,phi_linear,0,1,1.024481394290924,0.6147058823529411,0.7915032679738562,0.5852272727272727,False
18,0.8990227413177491,0.8283546704599336,0.8118173443874195,0.6632851885070981,evaluator,phi_linear,0,1,1.0628801488876343,0.5441176470588235,0.8010270774976658,0.5372960372960374,False
19,0.8983333334326744,0.8530109056424846,0.8142518752467429,0.6387076155424283,evaluator,phi_linear,0,1,1.055541763305664,0.5970588235294119,0.7739495798319328,0.5684731934731936,False
20,0.8815301972627639,0.7802275960170697,0.8349673202614379,0.6610171238878751,evaluator,phi_linear,0,1,1.0464818000793457,0.5911764705882352,0.7888888888888889,0.5683275058275059,False
21,0.8726808241009713,0.8432906590801328,0.8170702285388428,0.6611305271188362,evaluator,phi_linear,0,1,1.0803486704826355,0.5764705882352942,0.7928104575163399,0.5482226107226107,False
22,0.8747772812843323,0.8345187292555715,0.8250098697196999,0.6692233940556089,evaluator,phi_linear,0,1,1.0873789870738984,0.5647058823529413,0.7875816993464053,0.5486596736596737,False
23,0.8607664081454277,0.8307254623044097,0.8375663464490942,0.6797286569964638,evaluator,phi_linear,0,1,1.0732042121887206,0.5735294117647058,0.7922502334267041,0.5818764568764568,False
24,0.8607644361257553,0.8409198672356567,0.8264190463657498,0.69493499932989,evaluator,phi_linear,0,1,1.100971121788025,0.5970588235294119,0.780298786181139,0.5775058275058276,False
25,0.8517207291722297,0.8442389758179232,0.8417554941439662,0.6800791760739802,evaluator,phi_linear,0,1,1.1456711530685424,0.6029411764705882,0.7957983193277312,0.56993006993007,False
26,0.857740290760994,0.8506401137980085,0.8358336623239899,0.7001618573387356,evaluator,phi_linear,0,1,1.1321326327323913,0.5970588235294118,0.7991596638655462,0.5703671328671329,False
27,0.8477697324752808,0.8537221431958274,0.8569548624819056,0.6608057815029021,evaluator,phi_linear,0,1,1.0900249195098877,0.5294117647058824,0.7608776844070961,0.5303030303030303,False
28,0.8412983244657517,0.8605974395448079,0.845604684826951,0.6929349787111208,evaluator,phi_linear,0,1,1.1393850326538086,0.5705882352941176,0.7957983193277312,0.5673076923076924,False
29,0.851142058968544,0.8499288762446657,0.8319515725753388,0.6735275621398159,evaluator,phi_linear,0,1,1.1040396809577941,0.5676470588235294,0.7857142857142856,0.5474941724941725,False
30,0.8297051742672921,0.858226647700332,0.8653770232925385,0.7001618573387356,evaluator,phi_linear,0,1,1.0947194075584412,0.5676470588235294,0.7797385620915034,0.5237470862470863,False
31,0.8083774766325951,0.8852536747273589,0.876782032723604,0.7236827183785399,evaluator,phi_linear,0,1,1.166966860294342,0.5970588235294119,0.7980392156862746,0.5445804195804196,False
32,0.8252374505996705,0.8494547178757705,0.8604750625082247,0.7223682718378541,evaluator,phi_linear,0,1,1.1378058099746704,0.6058823529411765,0.7875816993464052,0.5442890442890443,False
33,0.8097231423854828,0.8570412517780938,0.8672742027459754,0.7153372715182631,evaluator,phi_linear,0,1,1.1547945547103882,0.5911764705882353,0.7830999066293184,0.5323426573426574,False
34,0.7968771302700043,0.8840682788051208,0.8891082159933325,0.7091619501231972,evaluator,phi_linear,0,1,1.1671135663986205,0.6176470588235294,0.7750700280112044,0.5614801864801865,False
35,0.821135719716549,0.8660502607871029,0.8752357766372769,0.7112753739729275,evaluator,phi_linear,0,1,1.158453688621521,0.6000000000000001,0.7789915966386556,0.5498251748251748,False
36,0.8009712886810303,0.8821716453295401,0.8851822608237927,0.7015226961102692,evaluator,phi_linear,0,1,1.1442492365837098,0.5911764705882353,0.7819794584500467,0.5396270396270397,False
37,0.7962188264727592,0.8572783309625415,0.8912247225512129,0.7032340539593191,evaluator,phi_linear,0,1,1.1898068761825562,0.6029411764705883,0.7778711484593838,0.5518648018648018,False
38,0.7907738074660301,0.8463726884779517,0.8827915953853578,0.7266363570758462,evaluator,phi_linear,0,1,1.1602446055412292,0.5823529411764706,0.784967320261438,0.5447261072261073,False
39,0.7851891586184502,0.8421052631578947,0.895282273983419,0.7396880380210106,evaluator,phi_linear,0,1,1.177270483970642,0.5647058823529412,0.7825396825396826,0.5221445221445221,False
40,0.7792790439724923,0.8783783783783784,0.8986050796157388,0.6965123351787132,evaluator,phi_linear,0,1,1.1867318296432494,0.5970588235294118,0.7799253034547152,0.5244755244755245,False
41,0.7667281192541122,0.8961593172119489,0.9067695310786507,0.7151620119795049,evaluator,phi_linear,0,1,1.2899794936180116,0.6058823529411765,0.7855275443510737,0.5568181818181819,False
