ate_bias,ate_rmse,ite_correlation,ite_regression_slope,true_ate,estimated_ate,target_ate,oracle_mode,train_fraction,n_train,n_eval,scenario_idx,repeat_idx,generation_mode
1.4498733282089233,1.8329113400437933,0.3116544950290927,0.2841235515462064,0.5000000000000001,1.9498733,0.5,False,0.8,800,200,0,38,phi_linear
0.7079139947891235,1.6026801018304355,0.4939592077016799,0.8137365187366915,0.5,1.207914,0.5,False,0.8,800,200,0,39,phi_linear
2.4180634021759033,2.9051644500747638,0.18337871551635657,0.26884834692618526,0.5,2.9180634,0.5,False,0.8,800,200,0,40,phi_linear
1.1139397621154785,1.4645474067533109,0.4876672108773763,0.4236116165514924,0.5,1.6139398,0.5,False,0.8,800,200,0,41,phi_linear
0.4751034379005431,1.1861081294764402,0.37158162655806126,0.34975779077194646,0.5000000000000001,0.97510344,0.5,False,0.8,800,200,0,42,phi_linear
1.5054309368133545,1.709526437774861,0.611920215897132,0.483916150223987,0.5,2.005431,0.5,False,0.8,800,200,0,43,phi_linear
2.4757254123687744,3.069657312224112,-0.15072662689680094,-0.2077168073011934,0.5,2.9757254,0.5,False,0.8,800,200,0,44,phi_linear
1.7673742771148682,2.2846141808152383,0.5028277123156806,0.8409891505096454,0.5,2.2673743,0.5,False,0.8,800,200,0,45,phi_linear
2.107870578765869,2.5441358645182857,-0.4776510647196807,-0.30905865548982797,0.5,2.6078706,0.5,False,0.8,800,200,0,46,phi_linear
0.23699277639389044,1.2011457861326,0.5856842481253499,0.8475394561202444,0.49999999999999994,0.7369928,0.5,False,0.8,800,200,0,47,phi_linear
0.15470677614212036,1.0057463846246417,0.741858381987653,1.0999679853560482,0.5,0.6547068,0.5,False,0.8,800,200,0,48,phi_linear
1.99635648727417,2.560782535601472,0.5906609238937296,1.1734146107161258,0.5,2.4963565,0.5,False,0.8,800,200,0,49,phi_linear
