feature_view,folds,model,n_dense_features,n_rows,n_tfidf_features_max,skip_reason,status,vocab_size_max,vocab_size_mean,vocab_size_min
tfidf_svd128,5,tabfm_ensemble,128,1000,5000,"OutOfMemoryError: CUDA out of memory. Tried to allocate 3.66 GiB. GPU 0 has a total capacity of 47.40 GiB of which 1.15 GiB is free. Process 4009491 has 9.87 GiB memory in use. Process 4009494 has 9.79 GiB memory in use. Process 4009492 has 9.71 GiB memory in use. Including non-PyTorch memory, this process has 16.86 GiB memory in use. Of the allocated memory 14.65 GiB is allocated by PyTorch, and 1.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",skipped,5000,5000.0,5000
