n,true_ate,predicted_ate,ate_bias,pehe,ite_mae,ite_r2,ite_pearson,ite_spearman,predicted_ite_sd,true_ite_sd,high_pdl1_auroc,pdl1_high_vs_low_true_gap,pdl1_high_vs_low_predicted_gap,pdl1_gap_fraction_recovered,oracle_row_ite_interval_coverage,mean_interval_width,r_loss,constant_effect_r_loss,r_loss_improvement_vs_constant,top_k
1000,0.06274384595863275,0.12686281726376997,0.06411897130513722,0.21042825087645964,0.16816410122531084,-0.66983908617269,0.1389189864153839,0.051824643824643836,0.14170113512132645,0.16292359704652193,0.6367261267897965,0.287181910936306,0.08289064141301403,0.2886346188823791,0.616,0.38026059467616813,0.1712100541515922,0.16938374538056472,-0.0018263087710274906,25
1000,0.06274384595863275,0.1277805346321966,0.06503668867356385,0.19447249580165762,0.15702041883696857,-0.4262081294121156,0.1537414759110835,0.05670035670035671,0.11283600471005652,0.16292359704652193,0.6416431340220652,0.287181910936306,0.0696326790165628,0.242468889455947,0.613,0.3497544654259375,0.17037438955466136,0.16938374538056472,-0.0009906441740966387,50
1000,0.06274384595863275,0.12296605853376968,0.060222212575136935,0.1846723367618114,0.14977726052675905,-0.28608662327479406,0.11931582856322075,0.02526307326307327,0.0853290835023116,0.16292359704652193,0.6355918825531018,0.287181910936306,0.05438298026183151,0.18936770803051414,0.589,0.3210842465535731,0.17025034384674292,0.16938374538056472,-0.0008665984661782034,100
1000,0.06274384595863275,0.1259083866724654,0.06316454071383265,0.18052923312288321,0.1494690780889091,-0.22902751700611357,0.10384344486156508,0.008830952830952832,0.06561981305332829,0.16292359704652193,0.6217353936821427,0.287181910936306,0.03837250230376503,0.13361740709454242,0.544,0.29704833629742894,0.16910058515071033,0.16938374538056472,0.00028316022985439004,200
1000,0.06274384595863275,0.12996018145383448,0.06721633549520173,0.17875023774995732,0.15160700839130703,-0.20492436981520812,0.0976976562048112,0.02615773415773416,0.05012738800263218,0.16292359704652193,0.6102994053987687,0.287181910936306,0.02604382529212379,0.09068755482269927,0.481,0.27780039344266627,0.16961888813949721,0.16938374538056472,-0.00023514275893249392,400
